group,role,count,tobj_mean,tobj_std,tobj_min,tobj_p25,tobj_p50,tobj_p75,tobj_p90,tobj_max,tunk_mean,tunk_std,tunk_min,tunk_p25,tunk_p50,tunk_p75,tunk_p90,tunk_max,max_known_iou_mean,max_known_iou_std,max_known_iou_min,max_known_iou_p25,max_known_iou_p50,max_known_iou_p75,max_known_iou_p90,max_known_iou_max,best_full_iou_mean,best_full_iou_std,best_full_iou_min,best_full_iou_p25,best_full_iou_p50,best_full_iou_p75,best_full_iou_p90,best_full_iou_max,best_target_iou_mean,best_target_iou_std,best_target_iou_min,best_target_iou_p25,best_target_iou_p50,best_target_iou_p75,best_target_iou_p90,best_target_iou_max,max_known_score_mean,max_known_score_std,max_known_score_min,max_known_score_p25,max_known_score_p50,max_known_score_p75,max_known_score_p90,max_known_score_max,tunk_minus_tobj_mean,tunk_minus_tobj_std,tunk_minus_tobj_min,tunk_minus_tobj_p25,tunk_minus_tobj_p50,tunk_minus_tobj_p75,tunk_minus_tobj_p90,tunk_minus_tobj_max,tunk_over_tobj_mean,tunk_over_tobj_std,tunk_over_tobj_min,tunk_over_tobj_p25,tunk_over_tobj_p50,tunk_over_tobj_p75,tunk_over_tobj_p90,tunk_over_tobj_max
concrete_mixer|stride32,unknown,27,0.1641604277063851,0.12368521709617976,0.011176097206771374,0.07830676063895226,0.1049584224820137,0.22665350884199142,0.3637647330760957,0.4106219410896301,0.1098330484841157,0.09827596534587112,0.003536366391927004,0.04403777793049812,0.08865448832511902,0.12428321316838264,0.264439180493355,0.3717712163925171,0.022685801351649895,0.034012731738710146,0.0,0.0,0.006139213219285011,0.025091063231229782,0.08193451166152954,0.11565800756216049,0.7880028287569681,0.16256367556909312,0.5107452273368835,0.6752094030380249,0.8170674443244934,0.8955807983875275,0.9754115104675293,0.9841074347496033,0.7880028287569681,0.16256367556909312,0.5107452273368835,0.6752094030380249,0.8170674443244934,0.8955807983875275,0.9754115104675293,0.9841074347496033,0.008385591475180936,0.011855141008189305,6.343496352201328e-05,0.000205175434530247,0.001382497837767005,0.011306563392281532,0.025009389221668257,0.04687059670686722,-0.0543273793257497,0.07007263801435112,-0.26680436730384827,-0.10421381518244743,-0.02384982816874981,-0.011956904083490372,0.012577956914901746,0.07089585065841675,0.6559216871305749,0.3110818200276169,0.23129256069660187,0.41638725996017456,0.5562035441398621,0.8269633054733276,1.136593556404114,1.3390088081359863
concrete_mixer|stride8,unknown,23,0.1156193786908103,0.1609262972982619,0.011372554115951061,0.01878354884684086,0.04346441850066185,0.11837178841233253,0.29832725226879125,0.60249924659729,0.0477130563079339,0.06857054140843416,0.001071506179869175,0.0045309048146009445,0.02241956815123558,0.06017295457422733,0.17746925950050363,0.22847440838813782,0.049286557280499,0.07457984148768045,0.0,0.0,0.012122600339353085,0.07237986847758293,0.14251760840415958,0.3056364953517914,0.7030304618503737,0.14584229343091254,0.5034417510032654,0.5714591443538666,0.6927213072776794,0.8406221270561218,0.9202906489372253,0.9342331290245056,0.7030304618503737,0.14584229343091254,0.5034417510032654,0.5714591443538666,0.6927213072776794,0.8406221270561218,0.9202906489372253,0.9342331290245056,0.013348095715628006,0.024650233899758425,4.3198993807891384e-05,0.0011456345091573894,0.004731648601591587,0.00809168815612793,0.03532198444008827,0.10671503841876984,-0.06790632240312255,0.09810190219325625,-0.3740248382091522,-0.05916063115000725,-0.02154216729104519,-0.01449651038274169,-0.011695626005530356,0.0004479512572288513,0.34873616177102795,0.20677771092368857,0.08595102280378342,0.22159285098314285,0.27891331911087036,0.46784891188144684,0.5419051647186279,1.006083607673645
crane_truck|stride16,novel,140,0.1075925852704261,0.1432488679290403,0.010687942616641521,0.023549558594822884,0.037757936865091324,0.12545510195195675,0.28467518985271456,0.7360379099845886,0.09648207001654165,0.12897590081315044,0.0034115370362997055,0.015574711374938488,0.041179534047842026,0.11462397873401642,0.3079552531242371,0.6055842638015747,0.042690049903467295,0.06721918494780273,0.0,0.0,0.015814610291272402,0.07314162701368332,0.12442214116454126,0.3617572486400604,0.7823245146444866,0.14346408419176856,0.5012471079826355,0.6731929630041122,0.8104881942272186,0.9062379449605942,0.953079879283905,0.9819786548614502,0.7823245146444866,0.14346408419176856,0.5012471079826355,0.6731929630041122,0.8104881942272186,0.9062379449605942,0.953079879283905,0.9819786548614502,0.0024863523453924636,0.007821410106206728,5.1679521675396245e-06,0.00014033285333425738,0.00029604288283735514,0.000975829956587404,0.004491918999701746,0.06991147994995117,-0.011110515260536755,0.054015087008601095,-0.26956233382225037,-0.0165407657623291,-0.0059329792857170105,0.005982253700494766,0.04428605064749719,0.135936439037323,0.8459983053484134,0.3558435992557688,0.10678232461214066,0.5625811219215393,0.8326181769371033,1.100244253873825,1.302108156681061,1.6580595970153809
crane_truck|stride32,novel,33,0.10756153545596382,0.12188503288131952,0.011346276849508286,0.020097559317946434,0.0391172356903553,0.20640811324119568,0.2949800491333008,0.38317638635635376,0.08620553785779823,0.11405799875710644,0.0011449296725913882,0.014040479436516762,0.027774536982178688,0.1281052827835083,0.2924959212541581,0.37412792444229126,0.04661291466574326,0.0652666239668427,0.0,0.0,0.013235549442470074,0.06774380803108215,0.15283981859683995,0.2489241659641266,0.8145036932193872,0.13695288073338974,0.6071379780769348,0.6565074920654297,0.8355766534805298,0.9260468482971191,0.982760488986969,0.9930676817893982,0.8145036932193872,0.13695288073338974,0.6071379780769348,0.6565074920654297,0.8355766534805298,0.9260468482971191,0.982760488986969,0.9930676817893982,0.005820324923137598,0.012814222408461058,6.620216299779713e-05,0.00045672929263673723,0.0023222805466502905,0.004202906042337418,0.012462778575718406,0.07137882709503174,-0.02135599765813712,0.030738700832763647,-0.13520145416259766,-0.024836352095007896,-0.010304523631930351,-0.007869681343436241,0.00038911234587431557,0.03106909990310669,0.6773089888420972,0.2643893944879614,0.08993242681026459,0.5474936962127686,0.6836605072021484,0.80677330493927,1.0577011823654177,1.1110539436340332
crane_truck|stride8,novel,40,0.08946674400940538,0.09253029430824139,0.010278352536261082,0.01671419106423855,0.058132827281951904,0.11698924750089645,0.2755751639604569,0.30140483379364014,0.07492753146216273,0.10253800684540545,0.0021411178167909384,0.008195866830646992,0.020303758792579174,0.10637384094297886,0.17487128823995593,0.38936033844947815,0.03504855767459958,0.05795025073782131,0.0,0.0,0.00881898496299982,0.04828128032386303,0.09662599638104438,0.23248173296451569,0.698425330221653,0.13575572014659565,0.5007504820823669,0.5711899101734161,0.7122091352939606,0.7991397678852081,0.8662671923637391,0.9578218460083008,0.698425330221653,0.13575572014659565,0.5007504820823669,0.5711899101734161,0.7122091352939606,0.7991397678852081,0.8662671923637391,0.9578218460083008,0.008173845712190087,0.02356665616817769,2.9005830583628267e-05,0.00047102873941184953,0.0011580543941818178,0.005243827705271542,0.018887471966445447,0.14823421835899353,-0.014539212442468852,0.050335810344453884,-0.20003122091293335,-0.01761529501527548,-0.009986106306314468,-0.004561669193208218,0.029927787184715303,0.09704762697219849,0.6300865054130554,0.3594605829135228,0.11314347386360168,0.3371804356575012,0.5463461875915527,0.9248204678297043,1.1705005884170532,1.5448378324508667
excavator|stride16,novel,186,0.20482778165649662,0.19964732259922527,0.010089924558997154,0.032066269777715206,0.1252981200814247,0.3580564484000206,0.5125408470630646,0.7615249752998352,0.12140907535845194,0.14802687937516176,0.002102399244904518,0.017096828669309616,0.07139847055077553,0.16237622499465942,0.3128418028354645,0.7098503112792969,0.04574872168426913,0.06786962734773849,0.0,0.0,0.0,0.07734436728060246,0.15845276415348053,0.33922678232192993,0.7676109549819782,0.13927121974141088,0.502399742603302,0.6641925126314163,0.7976475059986115,0.8941643089056015,0.9339704215526581,0.9883469343185425,0.7676109549819782,0.13927121974141088,0.502399742603302,0.6641925126314163,0.7976475059986115,0.8941643089056015,0.9339704215526581,0.9883469343185425,0.02649839538699653,0.04833418309617691,2.00757658603834e-05,0.000896182973519899,0.004442709730938077,0.02551921270787716,0.08630482107400894,0.2489151805639267,-0.08341870584114584,0.11453215894381755,-0.5145139694213867,-0.12394697219133377,-0.03428514115512371,-0.009222288150340319,-0.0032085776329040527,0.1343129575252533,0.5808217275927785,0.3068910784987762,0.09904724359512329,0.32740873098373413,0.5227765142917633,0.7381490170955658,0.9659299850463867,1.525939702987671
excavator|stride32,novel,41,0.20768297504542804,0.14535410924841702,0.01032725628465414,0.05387287959456444,0.2434634119272232,0.3174576759338379,0.3915649652481079,0.5555353164672852,0.11321978083607263,0.09704485416079185,0.0040144966915249825,0.03444739058613777,0.07495550811290741,0.15684302151203156,0.2597024142742157,0.337597131729126,0.04283417075327257,0.08185408742466203,0.0,0.0,0.0,0.06154113635420799,0.10900160670280457,0.35429635643959045,0.8273601953576251,0.15569243830145513,0.5237945318222046,0.730126678943634,0.8820837736129761,0.9632044434547424,0.9849629998207092,0.9927234053611755,0.8273601953576251,0.15569243830145513,0.5237945318222046,0.730126678943634,0.8820837736129761,0.9632044434547424,0.9849629998207092,0.9927234053611755,0.026622527508241147,0.05308884504903642,2.6714194973465055e-05,0.0009597030002623796,0.006186188198626041,0.03091725893318653,0.04281226918101311,0.29125580191612244,-0.09446319308495377,0.08315572878576953,-0.30709415674209595,-0.13638940453529358,-0.08585202693939209,-0.01495034247636795,-0.009541710838675499,0.00931490957736969,0.5421768306958966,0.2203843926712237,0.18339672684669495,0.3520820736885071,0.5541672706604004,0.6568905711174011,0.7939861416816711,1.072516918182373
excavator|stride8,novel,47,0.07193737778257817,0.08190441968937319,0.010827821679413319,0.018528093583881855,0.0434984490275383,0.09766019880771637,0.14347210824489587,0.3466058671474457,0.03178670980095705,0.04963070140052063,0.00047148799058049917,0.003295619855634868,0.01025997381657362,0.0345707181841135,0.08141376823186873,0.2789732813835144,0.04780325967263668,0.07150454781708666,0.0,0.0,0.0,0.08150884136557579,0.12752590477466583,0.3318417966365814,0.6827885204173149,0.13272957629851848,0.5025702714920044,0.5653850138187408,0.6736478209495544,0.8045682311058044,0.8627097964286804,0.9337121248245239,0.6827885204173149,0.13272957629851848,0.5025702714920044,0.5653850138187408,0.6736478209495544,0.8045682311058044,0.8627097964286804,0.9337121248245239,0.017343999077987046,0.027350786415406152,0.00023054781195241958,0.0014499325188808143,0.005754498299211264,0.022246090695261955,0.04262560829520225,0.14932265877723694,-0.04015066771906741,0.046878028784109016,-0.23274844884872437,-0.04068032093346119,-0.023935623466968536,-0.011110738385468721,-0.009361312724649906,3.968179225921631e-05,0.35167071853387866,0.23159027941915467,0.028627043589949608,0.16638264060020447,0.2869342267513275,0.4717891812324524,0.6728502511978147,1.0003994703292847
pole|stride16,unknown,1354,0.29591803187490656,0.23292788600604947,0.010030810721218586,0.04379993584007025,0.302978053689003,0.4940599203109741,0.6173301875591278,0.8577123880386353,0.2196168208370027,0.18071913883092075,0.00031120568746700883,0.02709461934864521,0.23081257939338684,0.36287587136030197,0.4668332666158676,0.7332017421722412,0.01993333651840964,0.03775467641927182,0.0,0.0,0.0029282158939167857,0.026583310682326555,0.055906354635953906,0.3898133337497711,0.6705182188987028,0.10423523310793854,0.5000836253166199,0.5966546088457108,0.6544428765773773,0.7200098037719727,0.8164162158966065,0.9836234450340271,0.6705182188987028,0.10423523310793854,0.5000836253166199,0.5966546088457108,0.6544428765773773,0.7200098037719727,0.8164162158966065,0.9836234450340271,0.0037748469908200654,0.0055072654069695725,3.0560267987311818e-06,0.00031363338348455727,0.001693136931862682,0.005128174205310643,0.010323464591056111,0.07861661165952682,-0.07630121105617432,0.06755516860226228,-0.250224769115448,-0.13547315448522568,-0.058609142899513245,-0.01329814875498414,-0.007031867746263742,0.11505420506000519,0.6741892012328657,0.19593042588748869,0.029201488941907883,0.5854650437831879,0.6944608092308044,0.7836256474256516,0.8960833668708801,1.5005818605422974
pole|stride32,unknown,43,0.12928876772436293,0.12484454046847335,0.010135275311768055,0.017073054797947407,0.07903452217578888,0.2649346739053726,0.31964739561080935,0.40354347229003906,0.1155001476926859,0.12408625226508793,0.0021470694337040186,0.01174573227763176,0.04439753293991089,0.22807757556438446,0.2965278625488282,0.47566840052604675,0.04921189953334803,0.08419256166156038,0.0,0.0,0.008672324940562248,0.056475481018424034,0.147863918542862,0.3721548020839691,0.6665341770926188,0.11898507058813189,0.5001544952392578,0.5704009830951691,0.6551249623298645,0.7298096120357513,0.8347386717796326,0.9283471703529358,0.6665341770926188,0.11898507058813189,0.5001544952392578,0.5704009830951691,0.6551249623298645,0.7298096120357513,0.8347386717796326,0.9283471703529358,0.005320589669323919,0.020998516930592594,1.5387484381790273e-05,0.00034256571962032467,0.0010221772827208042,0.0018279518699273467,0.005948400404304273,0.13952480256557465,-0.013788620074994342,0.036917463494493825,-0.09698675572872162,-0.02269375417381525,-0.007828446105122566,-0.002012006938457489,0.0048594269901514105,0.14438685774803162,0.7812415375265964,0.2838870994644161,0.18093588948249817,0.6126982867717743,0.8344677090644836,0.951130747795105,1.0394322872161865,1.4358433485031128
pole|stride8,unknown,1279,0.1086237249761948,0.12256432004565865,0.01000991277396679,0.019005604088306427,0.0592443123459816,0.15234527736902237,0.2871207833290101,0.6774873733520508,0.08326343806756134,0.12062157196683564,0.0003528497472871095,0.006826584925875068,0.03327038139104843,0.10167792439460754,0.25360681414604214,0.6840989589691162,0.018300922278021197,0.04530597338849461,0.0,0.0,0.0,0.016666772775352,0.060125709325075154,0.4640885293483734,0.6500520557514665,0.1000682457618457,0.5000755190849304,0.5704312920570374,0.6383589506149292,0.7057188749313354,0.7940417647361756,0.952298104763031,0.6500520557514665,0.1000682457618457,0.5000755190849304,0.5704312920570374,0.6383589506149292,0.7057188749313354,0.7940417647361756,0.952298104763031,0.0070377248116064795,0.058126879446519064,2.3701009013166185e-06,7.629911851836368e-05,0.0001836570299929008,0.0004807050136150792,0.0011427516117691995,0.8036838173866272,-0.0253602869035363,0.042385171352137124,-0.4289838373661041,-0.04185012727975845,-0.01559779979288578,-0.008535025641322136,0.0030463874340057643,0.18250060081481934,0.5755607161752477,0.30063775009736043,0.01932312361896038,0.35861796140670776,0.5109347105026245,0.7434941232204437,1.0167536973953248,1.7760779857635498
