group,count,tobj_mean,tobj_std,tobj_min,tobj_p25,tobj_p50,tobj_p75,tobj_p90,tobj_max,tunk_mean,tunk_std,tunk_min,tunk_p25,tunk_p50,tunk_p75,tunk_p90,tunk_max,max_known_iou_mean,max_known_iou_std,max_known_iou_min,max_known_iou_p25,max_known_iou_p50,max_known_iou_p75,max_known_iou_p90,max_known_iou_max,best_full_iou_mean,best_full_iou_std,best_full_iou_min,best_full_iou_p25,best_full_iou_p50,best_full_iou_p75,best_full_iou_p90,best_full_iou_max,best_target_iou_mean,best_target_iou_std,best_target_iou_min,best_target_iou_p25,best_target_iou_p50,best_target_iou_p75,best_target_iou_p90,best_target_iou_max,max_known_score_mean,max_known_score_std,max_known_score_min,max_known_score_p25,max_known_score_p50,max_known_score_p75,max_known_score_p90,max_known_score_max,tunk_minus_tobj_mean,tunk_minus_tobj_std,tunk_minus_tobj_min,tunk_minus_tobj_p25,tunk_minus_tobj_p50,tunk_minus_tobj_p75,tunk_minus_tobj_p90,tunk_minus_tobj_max,tunk_over_tobj_mean,tunk_over_tobj_std,tunk_over_tobj_min,tunk_over_tobj_p25,tunk_over_tobj_p50,tunk_over_tobj_p75,tunk_over_tobj_p90,tunk_over_tobj_max
background,2420568,0.03734992686764297,0.05899748805171296,0.01000000350177288,0.013127997517585754,0.019135452806949615,0.035223446786403656,0.07330881953239449,0.9436383247375488,0.023592929216830538,0.050379695238083465,3.7667723518097773e-06,0.0036430471227504313,0.00792593602091074,0.02005785098299384,0.05388933159410967,0.9368292689323425,0.04942247458618509,0.10518740845167848,0.0,0.0,0.0,0.038301960565149784,0.185564786195755,0.4999903440475464,0.05953453584025433,0.11305185790854816,0.0,0.0,0.0005907352606300265,0.056299236603081226,0.22951640337705656,0.5128951072692871,0.01326607278581309,0.05557959325175634,0.0,0.0,0.0,0.0,0.016744049079716217,0.4999981224536896,0.019396169474990375,0.06971240354403638,1.3654148034447644e-08,4.8361784138251096e-05,0.00038706662598997355,0.00482269749045372,0.0424184687435627,0.991319477558136,-0.013756997651614039,0.03010150660492428,-0.8636444807052612,-0.015419939300045371,-0.009999615140259266,-0.006627741502597928,-0.002014368958771217,0.521228015422821,0.4874256071743948,0.3425287265539218,0.0002041089319391176,0.2310774028301239,0.4294520169496536,0.6693574041128159,0.9306471526622776,5.297857284545898
novel,95229,0.24931666150503778,0.26212123413872673,0.010000173933804035,0.027104901149868965,0.12479689717292786,0.44956934452056885,0.6772499680519104,0.9623361229896545,0.20456773607780232,0.2536275598424144,4.912646909360774e-05,0.009333805181086063,0.06491662561893463,0.3683047294616699,0.631677746772766,0.9708443880081177,0.0693775455883938,0.09726670259200311,0.0,0.0,0.019991721957921982,0.11205724626779556,0.21409991085529312,0.49979284405708313,0.8040056364416036,0.1479062768828852,0.5000193119049072,0.6817976832389832,0.8462796807289124,0.9333163499832153,0.9688124299049378,0.9994605183601379,0.8040056364416036,0.1479062768828852,0.5000193119049072,0.6817976832389832,0.8462796807289124,0.9333163499832153,0.9688124299049378,0.9994605183601379,0.04817131595875503,0.10687208630768044,2.7426546012065955e-07,0.0011641678865998983,0.007031983695924282,0.03991355001926422,0.1388898074626922,0.9864310622215271,-0.04474892541024172,0.09937552892751517,-0.8018115162849426,-0.06938048452138901,-0.018820006400346756,-0.00625673308968544,0.03938451409339905,0.3693810701370239,0.6288163718842681,0.3979091449710747,0.0023745684884488583,0.27726930379867554,0.5983713865280151,0.9335875511169434,1.1327523231506347,5.800448894500732
unknown,5981,0.19846576152257578,0.21979482869769137,0.01000200118869543,0.024351593106985092,0.0925438404083252,0.33108213543891907,0.5588379502296448,0.9661933779716492,0.12226181594220661,0.1632936849253082,0.000242620226345025,0.007040733005851507,0.03935728222131729,0.19436615705490112,0.37833571434020996,0.9340736269950867,0.024137669851159838,0.06130262108893088,0.0,0.0,0.0,0.017195576801896095,0.07741155475378036,0.4860886335372925,0.7067255087967921,0.13012032627447687,0.5000384449958801,0.6001535654067993,0.6852365136146545,0.808653712272644,0.9055320024490356,0.9965991377830505,0.7067255087967921,0.13012032627447687,0.5000384449958801,0.6001535654067993,0.6852365136146545,0.808653712272644,0.9055320024490356,0.9965991377830505,0.023232651474676156,0.07581359221371518,2.105269459207193e-06,0.0002816584019456059,0.0015275932382792234,0.008830235339701176,0.04992318153381348,0.946074903011322,-0.07620394559900369,0.10578275369490935,-0.7631551027297974,-0.11037522554397583,-0.033804893493652344,-0.012343310751020908,-0.007467906456440687,0.18250060081481934,0.48305276840896566,0.28999233941015634,0.017298730090260506,0.23645174503326416,0.4493681490421295,0.6933498382568359,0.8650875687599182,1.7760779857635498
